"","year","state","month","number","date"
"1664",2006,"Distrito Federal","December",0,2006-01-01
"1665",2007,"Distrito Federal","December",0,2007-01-01
"1666",2008,"Distrito Federal","December",0,2008-01-01
"1667",2009,"Distrito Federal","December",0,2009-01-01
"1668",2010,"Distrito Federal","December",1,2010-01-01
"1669",2011,"Distrito Federal","December",0,2011-01-01
"1670",2012,"Distrito Federal","December",0,2012-01-01
"1671",2013,"Distrito Federal","December",2,2013-01-01
"1672",2014,"Distrito Federal","December",0,2014-01-01
"1673",2015,"Distrito Federal","December",0,2015-01-01
"1674",2016,"Distrito Federal","December",0,2016-01-01
"1675",1998,"Espirito Santo","January",0,1998-01-01
"1676",1999,"Espirito Santo","January",33,1999-01-01
"1677",2000,"Espirito Santo","January",5,2000-01-01
"1678",2001,"Espirito Santo","January",1,2001-01-01
"1679",2002,"Espirito Santo","January",2,2002-01-01
"1680",2003,"Espirito Santo","January",4,2003-01-01
"1681",2004,"Espirito Santo","January",1,2004-01-01
"1682",2005,"Espirito Santo","January",4,2005-01-01
"1683",2006,"Espirito Santo","January",13,2006-01-01
"1684",2007,"Espirito Santo","January",0,2007-01-01
"1685",2008,"Espirito Santo","January",12,2008-01-01
"1686",2009,"Espirito Santo","January",4,2009-01-01
"1687",2010,"Espirito Santo","January",52,2010-01-01
"1688",2011,"Espirito Santo","January",3,2011-01-01
"1689",2012,"Espirito Santo","January",1,2012-01-01
"1690",2013,"Espirito Santo","January",10,2013-01-01
"1691",2014,"Espirito Santo","January",11,2014-01-01
"1692",2015,"Espirito Santo","January",76,2015-01-01
"1693",2016,"Espirito Santo","January",43,2016-01-01
"1694",2017,"Espirito Santo","January",13,2017-01-01
"1695",1998,"Espirito Santo","February",0,1998-01-01
"1696",1999,"Espirito Santo","February",10,1999-01-01
"1697",2000,"Espirito Santo","February",5,2000-01-01
"1698",2001,"Espirito Santo","February",5,2001-01-01
"1699",2002,"Espirito Santo","February",4,2002-01-01
"1700",2003,"Espirito Santo","February",11,2003-01-01
"1701",2004,"Espirito Santo","February",5,2004-01-01
"1702",2005,"Espirito Santo","February",1,2005-01-01
"1703",2006,"Espirito Santo","February",45,2006-01-01
"1704",2007,"Espirito Santo","February",3,2007-01-01
"1705",2008,"Espirito Santo","February",20,2008-01-01
"1706",2009,"Espirito Santo","February",12,2009-01-01
"1707",2010,"Espirito Santo","February",15,2010-01-01
"1708",2011,"Espirito Santo","February",42,2011-01-01
"1709",2012,"Espirito Santo","February",25,2012-01-01
"1710",2013,"Espirito Santo","February",15,2013-01-01
"1711",2014,"Espirito Santo","February",17,2014-01-01
"1712",2015,"Espirito Santo","February",60,2015-01-01
"1713",2016,"Espirito Santo","February",24,2016-01-01
"1714",2017,"Espirito Santo","February",8,2017-01-01
"1715",1998,"Espirito Santo","March",0,1998-01-01
"1716",1999,"Espirito Santo","March",8,1999-01-01
"1717",2000,"Espirito Santo","March",1,2000-01-01
"1718",2001,"Espirito Santo","March",2,2001-01-01
"1719",2002,"Espirito Santo","March",4,2002-01-01
"1720",2003,"Espirito Santo","March",28,2003-01-01
"1721",2004,"Espirito Santo","March",3,2004-01-01
"1722",2005,"Espirito Santo","March",3,2005-01-01
"1723",2006,"Espirito Santo","March",14,2006-01-01
"1724",2007,"Espirito Santo","March",9,2007-01-01
"1725",2008,"Espirito Santo","March",5,2008-01-01
"1726",2009,"Espirito Santo","March",11,2009-01-01
"1727",2010,"Espirito Santo","March",3,2010-01-01
"1728",2011,"Espirito Santo","March",5,2011-01-01
"1729",2012,"Espirito Santo","March",35,2012-01-01
"1730",2013,"Espirito Santo","March",13,2013-01-01
"1731",2014,"Espirito Santo","March",15,2014-01-01
"1732",2015,"Espirito Santo","March",25,2015-01-01
"1733",2016,"Espirito Santo","March",107,2016-01-01
"1734",2017,"Espirito Santo","March",9,2017-01-01
"1735",1998,"Espirito Santo","April",0,1998-01-01
"1736",1999,"Espirito Santo","April",2,1999-01-01
"1737",2000,"Espirito Santo","April",3,2000-01-01
"1738",2001,"Espirito Santo","April",2,2001-01-01
"1739",2002,"Espirito Santo","April",2,2002-01-01
"1740",2003,"Espirito Santo","April",22,2003-01-01
"1741",2004,"Espirito Santo","April",0,2004-01-01
"1742",2005,"Espirito Santo","April",4,2005-01-01
"1743",2006,"Espirito Santo","April",1,2006-01-01
"1744",2007,"Espirito Santo","April",2,2007-01-01
"1745",2008,"Espirito Santo","April",8,2008-01-01
"1746",2009,"Espirito Santo","April",8,2009-01-01
"1747",2010,"Espirito Santo","April",7,2010-01-01
"1748",2011,"Espirito Santo","April",3,2011-01-01
"1749",2012,"Espirito Santo","April",74,2012-01-01
"1750",2013,"Espirito Santo","April",16,2013-01-01
"1751",2014,"Espirito Santo","April",15,2014-01-01
"1752",2015,"Espirito Santo","April",33,2015-01-01
"1753",2016,"Espirito Santo","April",57,2016-01-01
"1754",2017,"Espirito Santo","April",7,2017-01-01
"1755",1998,"Espirito Santo","May",0,1998-01-01
"1756",1999,"Espirito Santo","May",16,1999-01-01
"1757",2000,"Espirito Santo","May",2,2000-01-01
"1758",2001,"Espirito Santo","May",8,2001-01-01
"1759",2002,"Espirito Santo","May",5,2002-01-01
"1760",2003,"Espirito Santo","May",1,2003-01-01
"1761",2004,"Espirito Santo","May",0,2004-01-01
"1762",2005,"Espirito Santo","May",5,2005-01-01
"1763",2006,"Espirito Santo","May",0,2006-01-01
"1764",2007,"Espirito Santo","May",1,2007-01-01
"1765",2008,"Espirito Santo","May",2,2008-01-01
"1766",2009,"Espirito Santo","May",7,2009-01-01
"1767",2010,"Espirito Santo","May",3,2010-01-01
"1768",2011,"Espirito Santo","May",2,2011-01-01
"1769",2012,"Espirito Santo","May",20,2012-01-01
"1770",2013,"Espirito Santo","May",14,2013-01-01
"1771",2014,"Espirito Santo","May",18,2014-01-01
"1772",2015,"Espirito Santo","May",17,2015-01-01
"1773",2016,"Espirito Santo","May",48,2016-01-01
"1774",2017,"Espirito Santo","May",10,2017-01-01
"1775",1998,"Espirito Santo","June",6,1998-01-01
"1776",1999,"Espirito Santo","June",6,1999-01-01
"1777",2000,"Espirito Santo","June",9,2000-01-01
"1778",2001,"Espirito Santo","June",9,2001-01-01
"1779",2002,"Espirito Santo","June",18,2002-01-01
"1780",2003,"Espirito Santo","June",19,2003-01-01
"1781",2004,"Espirito Santo","June",3,2004-01-01
"1782",2005,"Espirito Santo","June",8,2005-01-01
"1783",2006,"Espirito Santo","June",5,2006-01-01
"1784",2007,"Espirito Santo","June",4,2007-01-01
"1785",2008,"Espirito Santo","June",4,2008-01-01
"1786",2009,"Espirito Santo","June",12,2009-01-01
"1787",2010,"Espirito Santo","June",3,2010-01-01
"1788",2011,"Espirito Santo","June",7,2011-01-01
"1789",2012,"Espirito Santo","June",15,2012-01-01
"1790",2013,"Espirito Santo","June",22,2013-01-01
"1791",2014,"Espirito Santo","June",9,2014-01-01
"1792",2015,"Espirito Santo","June",18,2015-01-01
"1793",2016,"Espirito Santo","June",49,2016-01-01
"1794",2017,"Espirito Santo","June",37,2017-01-01
"1795",1998,"Espirito Santo","July",37,1998-01-01
"1796",1999,"Espirito Santo","July",9,1999-01-01
"1797",2000,"Espirito Santo","July",16,2000-01-01
"1798",2001,"Espirito Santo","July",12,2001-01-01
"1799",2002,"Espirito Santo","July",9,2002-01-01
"1800",2003,"Espirito Santo","July",27,2003-01-01
"1801",2004,"Espirito Santo","July",4,2004-01-01
"1802",2005,"Espirito Santo","July",9,2005-01-01
"1803",2006,"Espirito Santo","July",11,2006-01-01
"1804",2007,"Espirito Santo","July",13,2007-01-01
"1805",2008,"Espirito Santo","July",5,2008-01-01
"1806",2009,"Espirito Santo","July",25,2009-01-01
"1807",2010,"Espirito Santo","July",5,2010-01-01
"1808",2011,"Espirito Santo","July",18,2011-01-01
"1809",2012,"Espirito Santo","July",35,2012-01-01
"1810",2013,"Espirito Santo","July",20,2013-01-01
"1811",2014,"Espirito Santo","July",17,2014-01-01
"1812",2015,"Espirito Santo","July",30,2015-01-01
"1813",2016,"Espirito Santo","July",42,2016-01-01
"1814",2017,"Espirito Santo","July",3,2017-01-01
"1815",1998,"Espirito Santo","August",38,1998-01-01
"1816",1999,"Espirito Santo","August",60,1999-01-01
"1817",2000,"Espirito Santo","August",26,2000-01-01
"1818",2001,"Espirito Santo","August",30,2001-01-01
"1819",2002,"Espirito Santo","August",60,2002-01-01
"1820",2003,"Espirito Santo","August",118,2003-01-01
"1821",2004,"Espirito Santo","August",12,2004-01-01
"1822",2005,"Espirito Santo","August",12,2005-01-01
"1823",2006,"Espirito Santo","August",29,2006-01-01
"1824",2007,"Espirito Santo","August",82,2007-01-01
"1825",2008,"Espirito Santo","August",13,2008-01-01
"1826",2009,"Espirito Santo","August",17,2009-01-01
"1827",2010,"Espirito Santo","August",39,2010-01-01
"1828",2011,"Espirito Santo","August",93,2011-01-01
"1829",2012,"Espirito Santo","August",12,2012-01-01
"1830",2013,"Espirito Santo","August",53,2013-01-01
"1831",2014,"Espirito Santo","August",47,2014-01-01
"1832",2015,"Espirito Santo","August",35,2015-01-01
"1833",2016,"Espirito Santo","August",78,2016-01-01
"1834",2017,"Espirito Santo","August",30,2017-01-01
"1835",1998,"Espirito Santo","September",108,1998-01-01
"1836",1999,"Espirito Santo","September",64,1999-01-01
"1837",2000,"Espirito Santo","September",14,2000-01-01
"1838",2001,"Espirito Santo","September",38,2001-01-01
"1839",2002,"Espirito Santo","September",46,2002-01-01
"1840",2003,"Espirito Santo","September",252,2003-01-01
"1841",2004,"Espirito Santo","September",47,2004-01-01
"1842",2005,"Espirito Santo","September",8,2005-01-01
"1843",2006,"Espirito Santo","September",87,2006-01-01
"1844",2007,"Espirito Santo","September",63,2007-01-01
"1845",2008,"Espirito Santo","September",78,2008-01-01
"1846",2009,"Espirito Santo","September",57,2009-01-01
"1847",2010,"Espirito Santo","September",53,2010-01-01
"1848",2011,"Espirito Santo","September",108,2011-01-01
"1849",2012,"Espirito Santo","September",48,2012-01-01
"1850",2013,"Espirito Santo","September",30,2013-01-01
"1851",2014,"Espirito Santo","September",61,2014-01-01
"1852",2015,"Espirito Santo","September",228,2015-01-01
"1853",2016,"Espirito Santo","September",128,2016-01-01
"1854",2017,"Espirito Santo","September",58,2017-01-01
"1855",1998,"Espirito Santo","October",20,1998-01-01
"1856",1999,"Espirito Santo","October",23,1999-01-01
"1857",2000,"Espirito Santo","October",88,2000-01-01
"1858",2001,"Espirito Santo","October",19,2001-01-01
"1859",2002,"Espirito Santo","October",113,2002-01-01
"1860",2003,"Espirito Santo","October",159,2003-01-01
"1861",2004,"Espirito Santo","October",48,2004-01-01
"1862",2005,"Espirito Santo","October",62,2005-01-01
"1863",2006,"Espirito Santo","October",10,2006-01-01
"1864",2007,"Espirito Santo","October",79,2007-01-01
"1865",2008,"Espirito Santo","October",100,2008-01-01
"1866",2009,"Espirito Santo","October",13,2009-01-01
"1867",2010,"Espirito Santo","October",32,2010-01-01
"1868",2011,"Espirito Santo","October",38,2011-01-01
"1869",2012,"Espirito Santo","October",62,2012-01-01
"1870",2013,"Espirito Santo","October",37,2013-01-01
"1871",2014,"Espirito Santo","October",89,2014-01-01
"1872",2015,"Espirito Santo","October",307,2015-01-01
"1873",2016,"Espirito Santo","October",58,2016-01-01
"1874",2017,"Espirito Santo","October",56,2017-01-01
"1875",1998,"Espirito Santo","November",4,1998-01-01
"1876",1999,"Espirito Santo","November",9,1999-01-01
"1877",2000,"Espirito Santo","November",3,2000-01-01
"1878",2001,"Espirito Santo","November",3,2001-01-01
"1879",2002,"Espirito Santo","November",22,2002-01-01
"1880",2003,"Espirito Santo","November",49,2003-01-01
"1881",2004,"Espirito Santo","November",42,2004-01-01
"1882",2005,"Espirito Santo","November",0,2005-01-01
"1883",2006,"Espirito Santo","November",0,2006-01-01
"1884",2007,"Espirito Santo","November",112,2007-01-01
"1885",2008,"Espirito Santo","November",3,2008-01-01
"1886",2009,"Espirito Santo","November",18,2009-01-01
"1887",2010,"Espirito Santo","November",3,2010-01-01
"1888",2011,"Espirito Santo","November",6,2011-01-01
"1889",2012,"Espirito Santo","November",7,2012-01-01
"1890",2013,"Espirito Santo","November",11,2013-01-01
"1891",2014,"Espirito Santo","November",20,2014-01-01
"1892",2015,"Espirito Santo","November",141,2015-01-01
"1893",2016,"Espirito Santo","November",8,2016-01-01
"1894",2017,"Espirito Santo","November",3,2017-01-01
"1895",1998,"Espirito Santo","December",5,1998-01-01
"1896",1999,"Espirito Santo","December",0,1999-01-01
"1897",2000,"Espirito Santo","December",3,2000-01-01
"1898",2001,"Espirito Santo","December",1,2001-01-01
"1899",2002,"Espirito Santo","December",12,2002-01-01
"1900",2003,"Espirito Santo","December",18,2003-01-01
"1901",2004,"Espirito Santo","December",9,2004-01-01
"1902",2005,"Espirito Santo","December",5,2005-01-01
"1903",2006,"Espirito Santo","December",0,2006-01-01
"1904",2007,"Espirito Santo","December",14,2007-01-01
"1905",2008,"Espirito Santo","December",1,2008-01-01
"1906",2009,"Espirito Santo","December",32,2009-01-01
"1907",2010,"Espirito Santo","December",10,2010-01-01
"1908",2011,"Espirito Santo","December",1,2011-01-01
"1909",2012,"Espirito Santo","December",18,2012-01-01
"1910",2013,"Espirito Santo","December",9,2013-01-01
"1911",2014,"Espirito Santo","December",28,2014-01-01
"1912",2015,"Espirito Santo","December",61,2015-01-01
"1913",2016,"Espirito Santo","December",12,2016-01-01
"1914",1998,"Goias","January",0,1998-01-01
"1915",1999,"Goias","January",14,1999-01-01
"1916",2000,"Goias","January",10,2000-01-01
"1917",2001,"Goias","January",29,2001-01-01
"1918",2002,"Goias","January",12,2002-01-01
"1919",2003,"Goias","January",14,2003-01-01
"1920",2004,"Goias","January",10,2004-01-01
"1921",2005,"Goias","January",27,2005-01-01
"1922",2006,"Goias","January",85,2006-01-01
"1923",2007,"Goias","January",28,2007-01-01
"1924",2008,"Goias","January",23,2008-01-01
"1925",2009,"Goias","January",30,2009-01-01
"1926",2010,"Goias","January",59,2010-01-01
"1927",2011,"Goias","January",39,2011-01-01
"1928",2012,"Goias","January",21,2012-01-01
"1929",2013,"Goias","January",33,2013-01-01
"1930",2014,"Goias","January",80,2014-01-01
"1931",2015,"Goias","January",118,2015-01-01
"1932",2016,"Goias","January",52,2016-01-01
"1933",2017,"Goias","January",53,2017-01-01
"1934",1998,"Goias","February",0,1998-01-01
"1935",1999,"Goias","February",334,1999-01-01
"1936",2000,"Goias","February",11,2000-01-01
"1937",2001,"Goias","February",9,2001-01-01
"1938",2002,"Goias","February",9,2002-01-01
"1939",2003,"Goias","February",47,2003-01-01
"1940",2004,"Goias","February",11,2004-01-01
"1941",2005,"Goias","February",84,2005-01-01
"1942",2006,"Goias","February",21,2006-01-01
"1943",2007,"Goias","February",13,2007-01-01
"1944",2008,"Goias","February",25,2008-01-01
"1945",2009,"Goias","February",29,2009-01-01
"1946",2010,"Goias","February",86,2010-01-01
"1947",2011,"Goias","February",45,2011-01-01
"1948",2012,"Goias","February",37,2012-01-01
"1949",2013,"Goias","February",86,2013-01-01
"1950",2014,"Goias","February",44,2014-01-01
"1951",2015,"Goias","February",53,2015-01-01
"1952",2016,"Goias","February",117,2016-01-01
"1953",2017,"Goias","February",75,2017-01-01
"1954",1998,"Goias","March",0,1998-01-01
"1955",1999,"Goias","March",1,1999-01-01
"1956",2000,"Goias","March",4,2000-01-01
"1957",2001,"Goias","March",10,2001-01-01
"1958",2002,"Goias","March",48,2002-01-01
"1959",2003,"Goias","March",29,2003-01-01
"1960",2004,"Goias","March",36,2004-01-01
"1961",2005,"Goias","March",36,2005-01-01
"1962",2006,"Goias","March",29,2006-01-01
"1963",2007,"Goias","March",49,2007-01-01
"1964",2008,"Goias","March",20,2008-01-01
"1965",2009,"Goias","March",32,2009-01-01
"1966",2010,"Goias","March",65,2010-01-01
"1967",2011,"Goias","March",19,2011-01-01
"1968",2012,"Goias","March",57,2012-01-01
"1969",2013,"Goias","March",79,2013-01-01
"1970",2014,"Goias","March",80,2014-01-01
"1971",2015,"Goias","March",76,2015-01-01
"1972",2016,"Goias","March",136,2016-01-01
"1973",2017,"Goias","March",115,2017-01-01
"1974",1998,"Goias","April",0,1998-01-01
"1975",1999,"Goias","April",25,1999-01-01
"1976",2000,"Goias","April",16,2000-01-01
"1977",2001,"Goias","April",49,2001-01-01
"1978",2002,"Goias","April",78,2002-01-01
"1979",2003,"Goias","April",87,2003-01-01
"1980",2004,"Goias","April",32,2004-01-01
"1981",2005,"Goias","April",55,2005-01-01
"1982",2006,"Goias","April",22,2006-01-01
"1983",2007,"Goias","April",17,2007-01-01
"1984",2008,"Goias","April",36,2008-01-01
"1985",2009,"Goias","April",11,2009-01-01
"1986",2010,"Goias","April",105,2010-01-01
"1987",2011,"Goias","April",71,2011-01-01
"1988",2012,"Goias","April",89,2012-01-01
"1989",2013,"Goias","April",42,2013-01-01
"1990",2014,"Goias","April",138,2014-01-01
"1991",2015,"Goias","April",89,2015-01-01
"1992",2016,"Goias","April",167,2016-01-01
"1993",2017,"Goias","April",60,2017-01-01
"1994",1998,"Goias","May",0,1998-01-01
"1995",1999,"Goias","May",99,1999-01-01
"1996",2000,"Goias","May",58,2000-01-01
"1997",2001,"Goias","May",85,2001-01-01
"1998",2002,"Goias","May",171,2002-01-01
"1999",2003,"Goias","May",57,2003-01-01
"2000",2004,"Goias","May",157,2004-01-01
"2001",2005,"Goias","May",164,2005-01-01
"2002",2006,"Goias","May",33,2006-01-01
"2003",2007,"Goias","May",94,2007-01-01
"2004",2008,"Goias","May",41,2008-01-01
"2005",2009,"Goias","May",104,2009-01-01
"2006",2010,"Goias","May",239,2010-01-01
"2007",2011,"Goias","May",136,2011-01-01
"2008",2012,"Goias","May",103,2012-01-01
"2009",2013,"Goias","May",150,2013-01-01
"2010",2014,"Goias","May",210,2014-01-01
"2011",2015,"Goias","May",129,2015-01-01
"2012",2016,"Goias","May",233,2016-01-01
"2013",2017,"Goias","May",135,2017-01-01
"2014",1998,"Goias","June",172,1998-01-01
"2015",1999,"Goias","June",250,1999-01-01
"2016",2000,"Goias","June",222,2000-01-01
"2017",2001,"Goias","June",212,2001-01-01
"2018",2002,"Goias","June",302,2002-01-01
"2019",2003,"Goias","June",321,2003-01-01
"2020",2004,"Goias","June",422,2004-01-01
"2021",2005,"Goias","June",189,2005-01-01
"2022",2006,"Goias","June",70,2006-01-01
"2023",2007,"Goias","June",186,2007-01-01
"2024",2008,"Goias","June",55,2008-01-01
"2025",2009,"Goias","June",179,2009-01-01
"2026",2010,"Goias","June",278,2010-01-01
"2027",2011,"Goias","June",314,2011-01-01
"2028",2012,"Goias","June",245,2012-01-01
"2029",2013,"Goias","June",192,2013-01-01
"2030",2014,"Goias","June",318,2014-01-01
"2031",2015,"Goias","June",277,2015-01-01
"2032",2016,"Goias","June",289,2016-01-01
"2033",2017,"Goias","June",442,2017-01-01
"2034",1998,"Goias","July",512,1998-01-01
"2035",1999,"Goias","July",311,1999-01-01
"2036",2000,"Goias","July",332,2000-01-01
"2037",2001,"Goias","July",371,2001-01-01
"2038",2002,"Goias","July",686,2002-01-01
"2039",2003,"Goias","July",322,2003-01-01
"2040",2004,"Goias","July",778,2004-01-01
"2041",2005,"Goias","July",363,2005-01-01
"2042",2006,"Goias","July",169,2006-01-01
"2043",2007,"Goias","July",399,2007-01-01
"2044",2008,"Goias","July",193,2008-01-01
"2045",2009,"Goias","July",470,2009-01-01
"2046",2010,"Goias","July",941,2010-01-01
"2047",2011,"Goias","July",607,2011-01-01
